@relation Untagged_new_PUL-weka.filters.unsupervised.attribute.Remove-R1

@attribute character_count numeric
@attribute word_count numeric
@attribute sentence_count numeric
@attribute word_length numeric
@attribute sentence_length numeric
@attribute paragraph_count numeric
@attribute paragraph_length numeric
@attribute longest_word_length numeric
@attribute longest_sentence_length numeric
@attribute shortest_sentence_length numeric
@attribute long_sentence_rate numeric
@attribute short_sentence_rate numeric
@attribute section_count numeric
@attribute subsection_count numeric
@attribute heading_count numeric
@attribute section_nesting numeric
@attribute subsection_nesting numeric
@attribute lead_length numeric
@attribute lead_rate numeric
@attribute link_count numeric
@attribute image_count numeric
@attribute table_count numeric
@attribute reference_unique numeric
@attribute reference_count numeric
@attribute image_rate numeric
@attribute link_rate numeric
@attribute reference_section_rate numeric
@attribute reference_word_rate numeric
@attribute reference_ratio numeric
@attribute maxSubSectionLength numeric
@attribute minSubSectionLength numeric
@attribute totalWordsInSubsections numeric
@attribute AverageWordsInSubSections numeric
@attribute Sub_SubSectionCount numeric
@attribute maxSub_SubSectionLength numeric
@attribute minSub_SubSectionLength numeric
@attribute totalWordsInSub_Subsections numeric
@attribute AverageWordsInSub_SubSections numeric
@attribute Templates_count numeric
@attribute referenceSectionsCount numeric
@attribute mandatorySectionsCount numeric
@attribute related_page_count numeric
@attribute class_label {Refimprove,untagged}

@data
7123,1170,93,6.08803,12.5806,31,3,72,413,0,0.537634,0.301075,8,2,12,0.25,1,131,11.196581,15,0,0,5,5,0,1.282051,0.416667,0.004274,0.011312,238,140,378,189,2,161,15,176,88,1,2,4,2,untagged
1479,283,9,5.22615,31.4444,4,2.25,16,193,23,0.888889,0,4,0,4,0,0,76,26.855124,49,0,0,0,0,0,17.314488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,untagged
1701,338,12,5.03254,28.1667,3,4,15,279,79,1,0,4,1,5,0.25,0,66,19.526627,21,0,0,0,0,0,6.213018,0,0,0,237,237,237,237,0,0,0,0,0,2,0,2,2,untagged
871,165,10,5.27879,16.5,5,2,17,242,33,1,0,3,0,3,0,0,146,88.484848,23,0,0,0,0,0,13.939394,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,untagged
3979,726,32,5.48072,22.6875,22,1.45455,21,321,7,0.84375,0.0625,6,0,6,0,0,90,12.396694,99,4,0,7,7,0.666667,13.636364,1.166667,0.009642,0.025523,0,0,0,0,0,0,0,0,0,8,2,3,1,untagged
4174,785,27,5.3172,29.0741,17,1.58824,19,369,35,1,0,9,5,19,0.555556,1,107,13.630573,61,0,0,0,0,0,7.770701,0,0,0,79,0,117,23.4,5,16,10,70,14,5,0,0,0,untagged
2812,590,22,4.7661,26.8182,10,2.2,19,224,23,0.954545,0,5,0,5,0,0,162,27.457627,69,0,0,8,8,0,11.694915,1.6,0.013559,0.035892,0,0,0,0,0,0,0,0,0,4,1,1,0,untagged
1416,276,16,5.13043,17.25,5,3.2,57,282,9,0.6875,0.25,4,0,4,0,0,139,50.362319,62,1,0,14,14,0.25,22.463768,3.5,0.050725,0.134271,0,0,0,0,0,0,0,0,0,9,1,3,2,untagged
3751,755,33,4.96821,22.8788,9,3.66667,17,296,2,0.818182,0.151515,4,0,4,0,0,536,70.993377,52,1,0,1,1,0.25,6.887417,0.25,0.001325,0.003506,0,0,0,0,0,0,0,0,0,2,1,2,1,untagged
862,163,6,5.28834,27.1667,3,2,22,193,50,1,0,2,0,2,0,0,126,77.300613,27,0,0,0,0,0,16.564417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
3921,756,30,5.18651,25.2,17,1.76471,14,431,0,0.9,0.1,5,6,11,1.2,0,41,5.42328,54,6,0,0,0,1.2,7.142857,0,0,0,199,30,628,104.667,0,0,0,0,0,10,1,2,1,untagged
956,157,29,6.08917,5.41379,15,1.93333,16,126,1,0.275862,0.413793,3,0,3,0,0,25,15.923567,39,0,0,4,4,0,24.840764,1.333333,0.025478,0.067441,0,0,0,0,0,0,0,0,0,4,0,0,0,untagged
1252,237,8,5.2827,29.625,4,2,22,314,67,1,0,1,0,1,0,0,233,98.312236,38,0,0,0,0,0,16.033755,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
2256,385,37,5.85974,10.4054,22,1.68182,73,105,1,0.324324,0.405405,0,0,0,0,0,282,73.246753,1,0,0,0,0,0,0.25974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
1315,271,11,4.8524,24.6364,7,1.57143,14,157,15,0.909091,0.090909,3,0,3,0,0,119,43.911439,25,0,0,2,2,0,9.225092,0.666667,0.00738,0.019535,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
4309,782,22,5.51023,35.5455,11,2,60,490,1,0.863636,0.090909,5,2,7,0.4,0,49,6.265985,58,0,0,1,1,0,7.41688,0.142857,0.001279,0.003385,128,74,202,101,0,0,0,0,0,1,0,0,0,untagged
1079,192,55,5.61979,3.49091,11,5,16,100,1,0.254545,0.6,5,0,5,0,0,17,8.854167,47,0,0,2,2,0,24.479167,0.4,0.010417,0.027574,0,0,0,0,0,0,0,0,0,2,2,2,0,untagged
2341,379,17,6.17678,22.2941,13,1.30769,17,324,1,0.411765,0.588235,4,0,4,0,0,32,8.443272,66,0,0,0,0,0,17.414248,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,untagged
2965,591,30,5.01692,19.7,20,1.5,15,219,2,0.933333,0.033333,7,1,8,0.142857,0,35,5.922166,132,1,1,2,4,0.142857,22.335025,0.5,0.006768,0.017916,26,26,26,26,0,0,0,0,0,7,1,2,1,untagged
4782,939,26,5.09265,36.1154,16,1.625,16,446,1,0.923077,0.076923,6,0,6,0,0,106,11.288605,64,2,0,9,9,0.333333,6.815761,1.5,0.009585,0.025371,0,0,0,0,0,0,0,0,0,1,1,2,1,untagged
981,215,6,4.56279,35.8333,3,2,17,154,2,0.666667,0.333333,5,0,5,0,0,34,15.813953,34,0,2,2,2,0,15.813953,0.4,0.009302,0.024624,0,0,0,0,0,0,0,0,0,33,1,1,0,untagged
2988,636,30,4.69811,21.2,8,3.75,20,217,7,0.966667,0.033333,5,0,5,0,0,83,13.050314,24,0,0,1,1,0,3.773585,0.2,0.001572,0.004162,0,0,0,0,0,0,0,0,0,7,0,2,2,untagged
1482,289,12,5.12803,24.0833,5,2.4,75,262,6,0.916667,0.083333,3,0,3,0,0,254,87.889273,30,0,0,1,1,0,10.380623,0.333333,0.00346,0.009159,0,0,0,0,0,0,0,0,0,3,1,3,2,untagged
1274,272,9,4.68382,30.2222,4,2.25,16,224,73,1,0,5,0,5,0,0,22,8.088235,38,0,0,3,6,0,13.970588,1.2,0.022059,0.058391,0,0,0,0,0,0,0,0,0,8,1,2,1,untagged
1814,358,27,5.06704,13.2593,21,1.28571,18,282,14,0.407407,0.037037,5,0,5,0,0,126,35.195531,30,0,0,2,2,0,8.379888,0.4,0.005587,0.014788,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
1259,214,69,5.88318,3.10145,11,6.27273,16,105,1,0.231884,0.608696,5,0,5,0,0,19,8.878505,47,0,0,2,2,0,21.962617,0.4,0.009346,0.024739,0,0,0,0,0,0,0,0,0,4,2,3,1,untagged
943,183,9,5.15301,20.3333,6,1.5,15,205,24,0.888889,0,3,2,6,0.666667,0.5,32,17.486339,43,0,0,5,5,0,23.497268,0.833333,0.027322,0.072324,89,40,129,64.5,1,2,2,2,2,9,0,1,1,untagged
4989,1004,55,4.96912,18.2545,16,3.4375,19,303,3,0.872727,0.072727,8,0,8,0,0,62,6.175299,53,2,0,1,1,0.25,5.278884,0.125,0.000996,0.002637,0,0,0,0,0,0,0,0,0,2,1,2,1,untagged
1070,198,11,5.40404,18,6,1.83333,21,171,39,1,0,5,0,5,0,0,22,11.111111,55,6,0,1,1,1.2,27.777778,0.2,0.005051,0.013369,0,0,0,0,0,0,0,0,0,2,1,2,1,untagged
7278,1425,67,5.10737,21.2687,28,2.39286,17,347,9,0.970149,0.014925,6,3,9,0.5,0,174,12.210526,61,0,0,1,1,0,4.280702,0.111111,0.000702,0.001858,286,82,622,207.333,0,0,0,0,0,5,1,2,1,untagged
1102,218,13,5.05505,16.7692,5,2.6,13,153,21,0.846154,0,6,2,8,0.333333,0,14,6.422018,63,0,0,12,14,0,28.899083,1.75,0.06422,0.169995,0,0,0,0,0,0,0,0,0,5,1,1,0,untagged
12135,2288,233,5.30376,9.81974,196,1.18878,22,243,0,0.755365,0.128755,9,13,44,1.44444,1.69231,5,0.218531,211,0,0,0,0,0,9.222028,0,0,0,246,0,554,42.6154,22,390,7,1357,61.6818,5,0,1,1,untagged
1310,250,8,5.24,31.25,2,4,14,103,20,0.75,0,2,0,2,0,0,95,38,46,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
904,197,11,4.58883,17.9091,3,3.66667,13,159,1,0.454545,0.545455,4,0,4,0,0,88,44.670051,28,0,0,1,1,0,14.213198,0.25,0.005076,0.013437,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
4478,858,33,5.21911,26,21,1.57143,21,612,1,0.666667,0.181818,6,2,8,0.333333,0,24,2.797203,28,2,0,0,0,0.333333,3.263403,0,0,0,134,70,204,102,0,0,0,0,0,2,0,0,0,untagged
852,174,20,4.89655,8.7,3,6.66667,15,141,4,0.65,0.15,4,0,4,0,0,42,24.137931,36,0,0,1,1,0,20.689655,0.25,0.005747,0.015213,0,0,0,0,0,0,0,0,0,8,1,2,1,untagged
831,170,5,4.88824,34,2,2.5,15,283,83,1,0,2,0,2,0,0,164,96.470588,18,2,0,0,0,1,10.588235,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,untagged
4390,848,32,5.17689,26.5,12,2.66667,17,502,8,0.78125,0.09375,5,0,5,0,0,53,6.25,94,5,0,0,0,1,11.084906,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,untagged
7492,1271,85,5.89457,14.9529,15,5.66667,116,266,2,0.905882,0.047059,6,1,7,0.166667,0,73,5.743509,137,4,0,13,18,0.666667,10.778914,2.571429,0.014162,0.037488,108,108,108,108,0,0,0,0,0,6,2,2,0,untagged
1866,321,13,5.81308,24.6923,13,1,19,355,44,1,0,2,0,2,0,0,297,92.523364,24,0,0,0,0,0,7.476636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,untagged
2109,390,15,5.40769,26,6,2.5,18,315,22,0.933333,0,4,0,4,0,0,50,12.820513,39,1,0,5,6,0.25,10,1.5,0.015385,0.040724,0,0,0,0,0,0,0,0,0,4,2,2,0,untagged
5118,1027,38,4.98345,27.0263,15,2.53333,16,460,1,0.947368,0.052632,8,0,8,0,0,91,8.860759,15,0,0,0,0,0,1.460565,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
1068,182,14,5.86813,13,5,2.8,17,238,14,0.642857,0.214286,3,0,3,0,0,47,25.824176,10,2,0,1,1,0.666667,5.494505,0.333333,0.005495,0.014544,0,0,0,0,0,0,0,0,0,1,1,2,1,untagged
877,158,12,5.55063,13.1667,4,3,15,194,22,0.916667,0,1,0,1,0,0,139,87.974684,18,0,0,0,0,0,11.392405,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,untagged
6376,1229,52,5.18796,23.6346,34,1.52941,23,371,1,0.865385,0.096154,5,5,10,1,0,86,6.997559,109,0,0,26,28,0,8.868999,2.8,0.022783,0.060307,350,55,893,178.6,0,0,0,0,0,6,2,3,1,untagged
1157,193,10,5.99482,19.3,5,2,21,164,2,0.5,0.4,3,0,3,0,0,82,42.487047,16,0,0,2,4,0,8.290155,1.333333,0.020725,0.054861,0,0,0,0,0,0,0,0,0,4,2,2,0,untagged
19382,3785,208,5.12074,18.1971,86,2.4186,19,311,5,0.956731,0.019231,12,3,15,0.25,0,150,3.963012,164,3,0,0,0,0.25,4.332893,0,0,0,1457,268,2405,801.667,0,0,0,0,0,1,0,0,0,untagged
1241,221,23,5.61538,9.6087,21,1.09524,16,209,24,0.73913,0,4,1,5,0.25,0,25,11.312217,58,0,1,0,0,0,26.244344,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,untagged
1220,218,7,5.59633,31.1429,5,1.4,16,458,25,0.857143,0,3,1,4,0.333333,0,25,11.46789,26,1,0,0,0,0.333333,11.926606,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,untagged
3590,705,23,5.0922,30.6522,10,2.3,20,342,1,0.956522,0.043478,3,2,10,0.666667,2.5,152,21.560284,25,0,1,0,0,0,3.546099,0,0,0,391,82,473,236.5,5,155,21,304,60.8,3,0,0,0,untagged
1514,298,13,5.08054,22.9231,7,1.85714,27,340,5,0.846154,0.076923,3,0,3,0,0,126,42.281879,15,2,0,0,0,0.666667,5.033557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
922,192,8,4.80208,24,3,2.66667,14,250,49,1,0,2,0,2,0,0,183,95.3125,7,0,0,2,2,0,3.645833,1,0.010417,0.027574,0,0,0,0,0,0,0,0,0,6,0,0,0,untagged
11962,2374,109,5.03875,21.7798,56,1.94643,15,346,35,1,0,7,0,7,0,0,88,3.706824,128,9,0,6,6,1.285714,5.391744,0.857143,0.002527,0.00669,0,0,0,0,0,0,0,0,0,9,1,2,1,untagged
3684,793,32,4.64565,24.7812,11,2.90909,15,500,15,0.90625,0.03125,9,0,9,0,0,61,7.692308,34,1,0,4,4,0.111111,4.287516,0.444444,0.005044,0.013352,0,0,0,0,0,0,0,0,0,5,1,3,2,untagged
1185,247,9,4.79757,27.4444,7,1.28571,14,292,19,0.888889,0,3,0,3,0,0,24,9.716599,22,0,0,2,2,0,8.906883,0.666667,0.008097,0.021434,0,0,0,0,0,0,0,0,0,3,1,2,1,untagged
995,167,61,5.95808,2.7377,17,3.58824,23,189,0,0.147541,0.770492,4,0,4,0,0,19,11.377246,18,0,0,0,0,0,10.778443,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
1008,190,8,5.30526,23.75,4,2,15,231,44,1,0,1,0,1,0,0,176,92.631579,13,0,0,0,0,0,6.842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,untagged
835,174,18,4.79885,9.66667,3,6,15,134,4,0.722222,0.055556,4,0,4,0,0,42,24.137931,37,0,0,1,1,0,21.264368,0.25,0.005747,0.015213,0,0,0,0,0,0,0,0,0,8,1,2,1,untagged
1431,234,36,6.11538,6.5,6,6,16,120,1,0.555556,0.277778,5,0,5,0,0,26,11.111111,35,0,0,4,4,0,14.957265,0.8,0.017094,0.045249,0,0,0,0,0,0,0,0,0,5,1,3,2,untagged
1161,188,16,6.17553,11.75,7,2.28571,61,238,3,0.75,0.1875,4,0,4,0,0,56,29.787234,9,0,0,0,0,0,4.787234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
5796,1088,28,5.32721,38.8571,12,2.33333,19,1069,11,0.892857,0.107143,4,2,6,0.5,0,111,10.202206,74,0,0,8,8,0,6.801471,1.333333,0.007353,0.019464,367,211,578,289,0,0,0,0,0,4,2,3,1,untagged
2895,509,1,5.68762,509,1,1,18,46,46,1,0,4,8,12,2,0,3,0.589391,165,1,0,1,1,0.25,32.416503,0.083333,0.001965,0.005201,144,9,388,48.5,0,0,0,0,0,4,0,0,0,untagged
984,162,41,6.07407,3.95122,10,4.1,14,105,1,0.317073,0.487805,5,0,5,0,0,17,10.493827,35,0,0,1,1,0,21.604938,0.2,0.006173,0.01634,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
1781,364,12,4.89286,30.3333,7,1.71429,14,258,22,0.916667,0,4,0,4,0,0,73,20.054945,26,0,0,3,4,0,7.142857,1,0.010989,0.029089,0,0,0,0,0,0,0,0,0,5,1,1,0,untagged
918,164,12,5.59756,13.6667,6,2,14,126,29,0.916667,0,3,0,3,0,0,152,92.682927,25,0,0,4,5,0,15.243902,1.666667,0.030488,0.080703,0,0,0,0,0,0,0,0,0,2,1,1,0,untagged
1567,294,9,5.32993,32.6667,5,1.8,15,303,88,1,0,3,0,3,0,0,17,5.782313,19,0,0,2,2,0,6.462585,0.666667,0.006803,0.018007,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
2485,346,3,7.18208,115.333,2,1.5,15,73,23,0.666667,0,3,0,3,0,0,15,4.33526,81,0,0,1,1,0,23.410405,0.333333,0.00289,0.00765,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
858,174,9,4.93103,19.3333,3,3,15,271,4,0.888889,0.111111,4,0,4,0,0,42,24.137931,36,0,0,1,1,0,20.689655,0.25,0.005747,0.015213,0,0,0,0,0,0,0,0,0,8,1,2,1,untagged
1025,171,23,5.99415,7.43478,6,3.83333,17,115,2,0.478261,0.521739,6,0,6,0,0,31,18.128655,32,0,0,3,3,0,18.71345,0.5,0.017544,0.04644,0,0,0,0,0,0,0,0,0,5,2,4,2,untagged
1387,174,5,7.97126,34.8,3,1.66667,19,238,36,1,0,3,0,3,0,0,44,25.287356,81,0,0,7,7,0,46.551724,2.333333,0.04023,0.106491,0,0,0,0,0,0,0,0,0,2,1,1,0,untagged
10658,2104,79,5.06559,26.6329,21,3.7619,16,642,1,0.962025,0.025316,7,9,16,1.28571,0,192,9.125475,53,2,0,19,28,0.285714,2.519011,1.75,0.013308,0.035227,363,52,1238,137.556,0,0,0,0,0,2,2,3,1,untagged
3045,594,33,5.12626,18,13,2.53846,52,376,3,0.727273,0.212121,7,9,16,1.28571,0,48,8.080808,168,0,0,9,9,0,28.282828,0.5625,0.015152,0.040107,152,0,421,46.7778,0,0,0,0,0,26,1,2,1,untagged
3229,617,41,5.23339,15.0488,21,1.95238,15,313,1,0.512195,0.268293,3,3,6,1,0,207,33.549433,33,0,0,3,3,0,5.34846,0.5,0.004862,0.012871,212,66,384,128,0,0,0,0,0,1,1,3,2,untagged
1061,188,55,5.64362,3.41818,12,4.58333,16,102,1,0.236364,0.618182,6,0,6,0,0,17,9.042553,48,0,0,2,2,0,25.531915,0.333333,0.010638,0.02816,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
1302,265,9,4.91321,29.4444,6,1.5,13,284,68,1,0,7,1,8,0.142857,0,41,15.471698,68,1,0,25,27,0.142857,25.660377,3.375,0.101887,0.2697,10,10,10,10,0,0,0,0,0,4,1,2,1,untagged
1722,339,15,5.07965,22.6,3,5,17,252,15,0.933333,0.066667,0,0,0,0,0,0,0,24,1,0,0,0,0,7.079646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
4517,884,52,5.10973,17,16,3.25,41,270,0,0.884615,0.076923,5,0,5,0,0,21,2.375566,78,4,0,3,3,0.8,8.823529,0.6,0.003394,0.008983,0,0,0,0,0,0,0,0,0,10,1,1,0,untagged
873,175,10,4.98857,17.5,5,2,12,249,2,0.5,0.5,3,0,3,0,0,19,10.857143,13,0,0,0,0,0,7.428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
7909,1653,54,4.78463,30.6111,33,1.63636,19,548,24,0.981481,0,5,0,5,0,0,82,4.960678,72,5,0,3,3,1,4.355717,0.6,0.001815,0.004804,0,0,0,0,0,0,0,0,0,3,1,1,0,untagged
2406,493,20,4.88032,24.65,6,3.33333,16,420,31,1,0,3,0,3,0,0,35,7.099391,25,0,0,14,14,0,5.070994,4.666667,0.028398,0.07517,0,0,0,0,0,0,0,0,0,3,1,1,0,untagged
2893,571,25,5.06655,22.84,7,3.57143,17,459,46,1,0,1,0,1,0,0,69,12.084063,38,0,0,0,0,0,6.654991,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,untagged
1758,313,14,5.61661,22.3571,8,1.75,16,236,36,1,0,3,0,3,0,0,294,93.929712,7,0,0,0,0,0,2.236422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,untagged
3084,583,16,5.28988,36.4375,7,2.28571,15,480,58,1,0,6,0,6,0,0,46,7.890223,56,2,0,1,1,0.333333,9.605489,0.166667,0.001715,0.00454,0,0,0,0,0,0,0,0,0,10,2,3,1,untagged
1252,254,11,4.92913,23.0909,6,1.83333,13,209,15,0.909091,0.090909,2,3,5,1.5,0,53,20.866142,18,5,0,2,2,2.5,7.086614,0.4,0.007874,0.020843,28,0,28,9.33333,0,0,0,0,0,6,2,3,1,untagged
16581,3185,212,5.20597,15.0236,71,2.98592,21,470,0,0.669811,0.146226,6,9,15,1.5,0,71,2.229199,191,2,0,5,6,0.333333,5.99686,0.4,0.001884,0.004987,1001,20,2940,326.667,0,0,0,0,0,8,1,2,1,untagged
1029,180,41,5.71667,4.39024,10,4.1,14,103,1,0.341463,0.463415,6,0,6,0,0,19,10.555556,43,0,0,2,2,0,23.888889,0.333333,0.011111,0.029412,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
1292,254,14,5.08661,18.1429,10,1.4,16,254,3,0.428571,0.571429,5,0,5,0,0,59,23.228346,32,1,0,0,0,0.2,12.598425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,untagged
1456,248,63,5.87097,3.93651,13,4.84615,16,149,1,0.301587,0.587302,6,0,6,0,0,24,9.677419,47,0,0,1,3,0,18.951613,0.5,0.012097,0.032021,0,0,0,0,0,0,0,0,0,3,2,3,1,untagged
2735,524,32,5.21947,16.375,16,2,15,263,0,0.84375,0.125,4,0,4,0,0,38,7.251908,44,0,0,5,8,0,8.396947,2,0.015267,0.040413,0,0,0,0,0,0,0,0,0,4,0,1,1,untagged
11726,2262,79,5.18391,28.6329,23,3.43478,21,457,51,1,0,7,6,13,0.857143,0,157,6.94076,120,16,1,19,21,2.285714,5.30504,1.615385,0.009284,0.024575,623,83,1373,228.833,0,0,0,0,0,9,1,3,2,untagged
1650,346,14,4.76879,24.7143,13,1.07692,15,115,21,0.571429,0,1,0,1,0,0,342,98.843931,9,0,0,0,0,0,2.601156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,untagged
968,181,5,5.34807,36.2,4,1.25,14,350,60,1,0,4,0,4,0,0,23,12.707182,10,0,0,0,0,0,5.524862,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,untagged
5017,931,61,5.38883,15.2623,49,1.2449,15,310,3,0.885246,0.032787,7,1,8,0.142857,0,25,2.685285,43,0,0,1,1,0,4.61869,0.125,0.001074,0.002843,74,74,74,74,0,0,0,0,0,9,2,3,1,untagged
1794,305,21,5.88197,14.5238,11,1.90909,116,320,7,0.47619,0.333333,2,0,2,0,0,36,11.803279,20,0,0,0,0,0,6.557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,untagged
1501,274,8,5.4781,34.25,2,4,15,171,29,0.875,0,4,1,5,0.25,0,164,59.854015,80,0,0,0,0,0,29.19708,0,0,0,6,6,6,6,0,0,0,0,0,3,0,0,0,untagged
7079,1410,101,5.02057,13.9604,64,1.57812,15,315,18,0.881188,0,7,0,7,0,0,179,12.695035,141,2,1,0,0,0.285714,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,untagged
1375,232,8,5.92672,29,7,1.14286,17,197,42,1,0,2,0,2,0,0,165,71.12069,20,0,0,0,0,0,8.62069,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,untagged
10509,1925,107,5.45922,17.9907,32,3.34375,18,526,1,0.766355,0.186916,5,2,10,0.4,1.5,254,13.194805,201,4,0,17,18,0.8,10.441558,1.8,0.009351,0.024752,379,62,441,220.5,3,433,77,812,270.667,5,2,2,0,untagged
2016,362,32,5.56906,11.3125,22,1.45455,25,164,5,0.34375,0.53125,6,0,6,0,0,61,16.850829,46,0,0,1,1,0,12.707182,0.166667,0.002762,0.007312,0,0,0,0,0,0,0,0,0,11,1,2,1,untagged
3843,638,85,6.02351,7.50588,43,1.97674,57,241,1,0.282353,0.329412,8,0,8,0,0,581,91.065831,101,3,0,1,1,0.375,15.830721,0.125,0.001567,0.004149,0,0,0,0,0,0,0,0,0,6,1,2,1,untagged
957,156,32,6.13462,4.875,9,3.55556,39,144,2,0.25,0.65625,5,0,5,0,0,18,11.538462,35,0,0,4,4,0,22.435897,0.8,0.025641,0.067873,0,0,0,0,0,0,0,0,0,4,1,2,1,untagged
953,169,8,5.63905,21.125,4,2,16,262,27,0.875,0,2,1,3,0.5,0,19,11.242604,56,0,0,0,0,0,33.136095,0,0,0,88,88,88,88,0,0,0,0,0,5,1,1,0,untagged
986,175,4,5.63429,43.75,3,1.33333,16,331,39,1,0,4,0,4,0,0,43,24.571429,27,0,0,0,0,0,15.428571,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,untagged
1359,294,11,4.62245,26.7273,3,3.66667,16,212,23,0.909091,0,7,0,7,0,0,151,51.360544,131,0,0,0,1,0,44.557823,0.142857,0.003401,0.009004,0,0,0,0,0,0,0,0,0,9,0,2,2,untagged
9582,1847,57,5.18787,32.4035,17,3.35294,18,910,0,0.912281,0.087719,6,5,11,0.833333,0,73,3.952355,94,10,0,2,2,1.666667,5.089334,0.181818,0.001083,0.002866,572,174,1667,333.4,0,0,0,0,0,7,2,4,2,untagged
917,165,8,5.55758,20.625,5,1.6,14,188,18,0.75,0,4,1,5,0.25,0,54,32.727273,43,1,0,6,6,0.25,26.060606,1.2,0.036364,0.096257,70,70,70,70,0,0,0,0,0,5,1,3,2,untagged
6273,1264,68,4.96282,18.5882,24,2.83333,57,423,2,0.75,0.235294,8,0,8,0,0,105,8.306962,25,2,0,1,1,0.25,1.977848,0.125,0.000791,0.002094,0,0,0,0,0,0,0,0,0,2,2,4,2,untagged
2916,592,33,4.92568,17.9394,18,1.83333,14,209,1,0.575758,0.212121,3,2,5,0.666667,0,227,38.344595,73,0,0,0,0,0,12.331081,0,0,0,86,86,86,43,0,0,0,0,0,3,0,0,0,untagged
11775,2200,135,5.35227,16.2963,51,2.64706,18,652,1,0.644444,0.155556,4,8,12,2,0,76,3.454545,197,0,0,24,30,0,8.954545,2.5,0.013636,0.036096,534,54,1416,177,0,0,0,0,0,16,0,2,2,untagged
1000,183,5,5.46448,36.6,5,1,15,325,100,1,0,3,0,3,0,0,171,93.442623,14,1,0,1,1,0.333333,7.650273,0.333333,0.005464,0.014465,0,0,0,0,0,0,0,0,0,3,1,3,2,untagged
12195,2282,94,5.344,24.2766,33,2.84848,17,399,1,0.914894,0.085106,8,3,11,0.375,0,34,1.489921,268,0,0,1,2,0,11.744084,0.181818,0.000876,0.00232,203,128,515,171.667,0,0,0,0,0,0,1,3,2,untagged
1101,197,13,5.58883,15.1538,5,2.6,19,185,16,0.923077,0,3,0,3,0,0,24,12.182741,26,1,0,0,0,0.333333,13.19797,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,untagged
1382,273,12,5.06227,22.75,3,4,13,228,79,1,0,1,0,1,0,0,272,99.6337,27,0,0,3,3,0,9.89011,3,0.010989,0.029089,0,0,0,0,0,0,0,0,0,2,0,0,0,untagged
1545,283,78,5.45936,3.62821,28,2.78571,15,94,0,0.166667,0.666667,4,6,10,1.5,0,18,6.360424,56,0,1,0,1,0,19.787986,0.1,0.003534,0.009354,164,0,247,41.1667,0,0,0,0,0,4,1,2,1,untagged
1021,206,9,4.95631,22.8889,3,3,13,227,24,0.888889,0,3,0,3,0,0,192,93.203883,26,0,0,1,2,0,12.621359,0.666667,0.009709,0.0257,0,0,0,0,0,0,0,0,0,1,1,3,2,untagged
863,162,9,5.32716,18,7,1.28571,17,175,39,1,0,9,0,9,0,0,16,9.876543,44,0,0,0,0,0,27.160494,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,untagged
1728,360,13,4.8,27.6923,7,1.85714,15,232,51,1,0,6,2,8,0.333333,0,67,18.611111,118,1,4,5,5,0.166667,32.777778,0.625,0.013889,0.036765,0,0,0,0,0,0,0,0,0,28,1,1,0,untagged
